stateDt,stateTime,decideCnt,clearCnt,examCnt,deathCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate,createDt,updateDt
20200916,0:00,22504,19310,25842,367,2827,2130486,2178832,2152990,1.045244056,37:10.6,null
20200917,0:00,22657,19543,25508,372,2742,2143727,2191892,2166384,1.045844135,09:16.9,null
20200918,0:00,22783,19771,25403,377,2635,2158179,2206365,2180962,1.044630764,58:09.8,null
20200919,0:00,22893,19970,24705,378,2545,2171564,2219162,2194457,1.043219348,09:15.9,null
20200920,0:00,22975,20158,24274,383,2434,2179452,2226701,2202427,1.043167379,52:54.0,null
20200921,0:00,23045,20248,22536,385,2412,2186008,2231589,2209053,1.043207202,01:43.0,null
20200922,0:00,23106,20441,23222,388,2277,2198784,2245112,2221890,1.039925469,08:48.1,null
20200923,0:00,23216,20650,20527,388,2178,2213156,2256899,2236372,1.038109939,10:59.6,null
20200924,0:00,23341,20832,20782,393,2116,2224876,2268999,2248217,1.038200494,06:21.9,null
20200925,0:00,23455,20978,19575,395,2082,2237246,2280276,2260701,1.037510047,56:13.8,null
20200926,0:00,23516,21166,18508,399,1951,2248321,2290345,2271837,1.035109473,01:53.3,null
20200927,0:00,23611,21248,18878,401,1962,2254028,2296517,2277639,1.036643647,12:36.1,null
20200928,0:00,23661,21292,18587,406,1963,2259055,2301303,2282716,1.036528416,25:15.4,null
20200929,0:00,23699,21470,20056,407,1822,2269289,2313044,2292988,1.03354226,40:16.8,null
20200930,0:00,23812,21590,20596,413,1809,2278591,2322999,2302403,1.034223809,32:00.2,null
20201001,0:00,23889,21666,20029,415,1808,2284517,2328435,2308406,1.034869949,38:23.4,null
20201002,0:00,23952,21733,19995,416,1803,2289830,2333777,2313782,1.035188276,51:40.6,null
20201003,0:00,24027,21787,21287,420,1820,2294545,2339859,2318572,1.036284403,49:45.7,null
20201004,0:00,24091,21845,22116,421,1825,2300138,2346345,2324229,1.036515765,35:29.5,null
20201005,0:00,24164,21886,22447,422,1856,2305767,2352378,2329931,1.037112258,32:34.4,null
20201006,0:00,24239,22083,22737,422,1734,2318457,2365433,2342696,1.034662628,39:50.7,null
20201007,0:00,24353,22334,22138,425,1594,2331582,2378073,2355935,1.033687262,42:43.6,null
20201008,0:00,24422,22463,20978,427,1532,2343444,2388844,2367866,1.031392824,01:47.6,null
20201009,0:00,24476,22569,20699,428,1479,2355058,2400233,2379534,1.02860476,37:05.2,null
20201010,0:00,24548,22624,18982,430,1494,2361154,2404684,2385702,1.028963383,39:43.1,null
20201011,0:00,24606,22693,19303,432,1481,2366574,2410483,2391180,1.029031691,32:37.4,null
20201012,0:00,24703,22729,19192,433,1541,2371715,2415610,2396418,1.030830181,41:37.5,null
20201013,0:00,24805,22863,20124,434,1508,2383842,2428771,2408647,1.02983127,40:11.1,null
20201014,0:00,24889,23030,18396,438,1421,2398169,2441454,2423058,1.027173101,35:05.1,null
20201015,0:00,24988,23082,18262,439,1467,2407489,2450739,2432477,1.027265623,39:50.8,null
20201016,0:00,25035,23180,17355,441,1414,2417036,2459426,2442071,1.025154469,34:40.2,null
20201017,0:00,25108,23258,17318,443,1407,2426101,2468527,2451209,1.02431086,49:12.3,null
20201018,0:00,25199,23312,17781,444,1443,2431549,2474529,2456748,1.025705526,33:55.9,null
20201019,0:00,25275,23368,16763,444,1463,2437188,2479226,2462463,1.026411361,42:35.6,null
20201020,0:00,25333,23466,19379,447,1420,2446599,2491311,2471932,1.024825926,32:53.4,null
20201021,0:00,25424,23584,19493,450,1390,2458574,2503491,2483998,1.023511291,34:27.4,null
20201022,0:00,25543,23647,19813,453,1443,2469969,2515325,2495512,1.02355749,41:20.7,null
20201023,0:00,25698,23717,20430,455,1526,2482493,2528621,2508191,1.024563121,37:38.2,null
20201024,0:00,25775,23834,21888,457,1484,2493016,2540679,2518791,1.023308405,28:45.5,null
20201025,0:00,25836,23869,21682,457,1510,2498628,2546146,2524464,1.023425171,35:31.9,null
20201026,0:00,25955,23905,20763,457,1593,2505546,2552264,2531501,1.025281049,38:40.8,null
20201027,0:00,26043,23981,23003,460,1602,2518541,2567587,2544584,1.023467883,38:15.4,null
20201028,0:00,26146,24073,22904,461,1612,2533910,2582960,2560056,1.021305784,35:22.9,null
20201029,0:00,26271,24168,26148,462,1641,2545559,2597978,2571830,1.021490534,37:57.2,null
20201030,0:00,26385,24227,26373,463,1695,2559473,2612231,2585858,1.020357653,31:55.5,null
20201031,0:00,26511,24311,25678,464,1736,2572303,2624492,2598814,1.020119177,35:22.8,null
20201101,0:00,26635,24357,24838,466,1812,2579157,2630630,2605792,1.02214605,41:40.0,null
20201102,0:00,26732,24395,25524,468,1869,2584394,2636650,2611126,1.023772886,35:09.9,null
20201103,0:00,26807,24510,25815,472,1825,2597237,2649859,2624044,1.021591101,30:37.1,null
20201104,0:00,26925,24616,24255,474,1835,2611080,2662260,2638005,1.020657656,37:25.1,null
20201105,0:00,27050,24735,25062,475,1840,2621594,2673706,2648644,1.021277303,51:34.9,52:58.7
20201106,0:00,27195,24821,25629,476,1898,2633490,2686314,2660685,1.02210521,24:23.7,null
20201107,0:00,27284,24910,26217,477,1897,2643748,2697249,2671032,1.021477841,40:32.3,null
20201108,0:00,27427,24968,25648,478,1981,2649805,2702880,2677232,1.024453615,34:44.6,null
20201109,0:00,27553,25029,25802,480,2044,2655844,2709199,2683397,1.026795513,36:39.8,null
20201110,0:00,27653,25160,27855,485,2008,2668452,2723960,2696105,1.025664802,37:03.0,null
20201111,0:00,27799,25266,28688,487,2046,2680047,2736534,2707846,1.026609342,35:35.4,null
20201112,0:00,27942,25404,29284,487,2051,2692546,2749772,2720488,1.027095139,39:23.8,null
20201113,0:00,28133,25537,30119,488,2108,2703159,2761411,2731292,1.030025351,35:49.8,null
20201114,0:00,28338,25636,34692,492,2210,2714259,2777289,2742597,1.033254248,31:38.2,null
20201115,0:00,28546,25691,36378,493,2362,2721954,2786878,2750500,1.037847664,40:16.2,null
20201116,0:00,28769,25759,38314,494,2516,2730608,2797691,2759377,1.042590411,34:22.2,null
20201117,0:00,28998,25860,41202,494,2644,2745555,2815755,2774553,1.045141325,38:28.6,null
20201118,0:00,29311,25973,42688,496,2842,2762363,2834362,2791674,1.049943511,34:00.9,null
20201119,0:00,29654,26098,45525,498,3058,2778664,2853843,2808318,1.055934549,32:40.7,null
20201120,0:00,30017,26263,48143,501,3253,2795283,2873443,2825300,1.062435848,35:51.1,null
20201121,0:00,30403,26365,51345,503,3535,2814998,2896746,2845401,1.068496145,35:35.2,null
20201122,0:00,30733,26466,54029,505,3762,2824128,2908890,2854861,1.076514759,35:12.4,null
20201123,0:00,31004,26539,56455,509,3956,2834676,2922135,2865680,1.081907261,33:25.0,null
20201124,0:00,31353,26722,57769,510,4121,2857277,2946399,2888630,1.085393422,33:23.2,null
20201125,0:00,31735,26825,55838,513,4397,2878832,2966405,2910567,1.090337381,32:47.7,null
20201126,0:00,32318,26950,55361,515,4853,2900367,2988046,2932685,1.101993566,44:15.7,null
20201127,0:00,32887,27103,56637,516,5268,2920053,3009577,2952940,1.113703631,39:01.7,null
20201128,0:00,33375,27349,58794,522,5504,2939835,3032004,2973210,1.122524141,31:45.9,null
20201129,0:00,33824,27542,62829,523,5759,2950318,3046971,2984142,1.133458126,33:56.0,null
20201130,0:00,34201,27625,63365,526,6050,2963606,3061172,2997807,1.140867307,29:16.1,null
20201201,0:00,34652,27885,64892,526,6241,2984453,3083997,3019105,1.147757365,36:29.4,null
20201202,0:00,35163,28065,65154,526,6572,3006653,3106970,3041816,1.155987081,35:32.9,null
20201203,0:00,35703,28352,65788,529,6822,3030395,3131886,3066098,1.164444189,49:33.8,null
20201204,0:00,36332,28611,64017,536,7185,3057061,3157410,3093393,1.174503207,44:32.7,null
20201205,0:00,36915,28917,66267,540,7458,3077314,3180496,3114229,1.185365623,15:39.6,null
20201206,0:00,37546,29128,67716,545,7873,3089605,3194867,3127151,1.200645572,48:54.8,null
20201207,0:00,38161,29301,68010,549,8311,3103205,3209376,3141366,1.214789999,30:10.8,null
20201208,0:00,38755,29650,71274,552,8553,3111296,3221325,3150051,1.230297541,29:46.8,null
20201209,0:00,39432,30177,75080,556,8699,3138724,3253236,3178156,1.240719461,44:25.8,null
20201208,0:00,38746,29650,71274,552,8544,3111297,3221317,3150043,1.230014955,28:44.4,null
20201210,0:00,40098,30637,72764,564,8897,3165085,3277947,3205183,1.251036212,27:13.2,null
20201211,0:00,40786,31157,77688,572,9057,3192739,3311213,3233525,1.26134791,33:06.4,null
20201212,0:00,41736,31493,86742,578,9665,3221386,3349864,3263122,1.279020521,19:01.4,null
20201213,0:00,42766,31814,90129,580,10372,3241700,3374595,3284466,1.302068586,48:22.0,null
20201214,0:00,43484,32102,89247,587,10795,3264308,3397039,3307792,1.314592937,38:10.0,null
20201215,0:00,44364,32559,93473,600,11205,3303383,3441220,3347747,1.325189747,34:38.4,null
20201216,0:00,45442,32947,94784,612,11883,3348543,3488769,3393985,1.33889808,37:53.6,null
20201217,0:00,46453,33610,99258,634,12209,3393129,3538840,3439582,1.350542014,34:22.9,null
20201218,0:00,47515,33982,110618,645,12888,3431662,3589795,3479177,1.365696543,36:49.7,null
20201219,0:00,48570,34334,126233,659,13577,3471444,3646247,3520014,1.379824058,39:06.6,null
20201219,0:00,48570,34334,126233,659,13577,3471444,3646247,3520014,1.379824058,32:55.5,null
20201220,0:00,49665,34722,139475,674,14269,3493954,3683094,3543619,1.401533291,32:54.3,null
20201221,0:00,50591,35155,146438,698,14738,3516832,3713861,3567423,1.418138527,35:07.8,null
20201222,0:00,51460,35928,151129,722,14810,3569843,3772432,3621303,1.421035467,35:08.2,null
20201223,0:00,52550,36726,153109,739,15085,3620912,3826571,3673462,1.430530655,35:51.8,null
20201224,0:00,53533,37425,150533,756,15352,3678144,3882210,3731677,1.434556099,37:42.3,null
20201225,0:00,54770,38048,156789,773,15949,3727798,3939357,3782568,1.447958107,19:59.4,null
20201226,0:00,55902,38532,157012,793,16577,3756501,3969415,3812403,1.466319274,35:23.1,null
20201227,0:00,56872,39040,166976,808,17024,3782564,4006412,3839436,1.481259227,32:40.3,null
20201228,0:00,57680,39268,169878,819,17593,3810749,4038307,3868429,1.491044556,40:11.2,null
20201229,0:00,58725,40703,170962,859,17163,3868494,4098181,3927219,1.495332957,37:33.0,null
20201230,0:00,59773,41435,171771,879,17459,3927978,4159522,3987751,1.498915053,35:46.3,null
20201231,0:00,60740,42271,170338,900,17569,3982802,4213880,4043542,1.502148364,35:07.5,null
20210101,0:00,61769,42953,176927,917,17899,4030622,4269318,4092391,1.509362131,36:53.7,null
20210102,0:00,62593,43578,179387,942,18073,4060819,4302799,4123412,1.517990441,34:52.8,null
20210103,0:00,63244,44507,186472,962,17775,4091122,4340838,4154366,1.522350221,31:48.7,null
20210104,0:00,64264,45240,190732,981,18043,4121612,4376608,4185876,1.535258092,33:08.9,null
20210105,0:00,64979,46172,193751,1007,17800,4180631,4439361,4245610,1.530498562,35:18.7,null
20210106,0:00,65818,46995,192082,1027,17796,4246968,4504868,4312786,1.526113283,35:00.4,null
20210107,0:00,66686,47649,191762,1046,17991,4311361,4569809,4378047,1.523190592,38:10.2,null
20210108,0:00,67358,48369,190452,1081,17908,4372194,4630004,4439552,1.517225161,37:55.1,null
20210109,0:00,67999,49324,185923,1100,17575,4435694,4689616,4503693,1.509849805,41:10.9,null
20210110,0:00,68664,50409,191454,1125,17130,4463346,4723464,4532010,1.515089331,25:25.6,null
20210111,0:00,69114,52552,189763,1140,15422,4492808,4751685,4561922,1.515019327,40:23.4,null
20210112,0:00,69651,53569,186770,1165,14917,4557664,4814085,4627315,1.505214147,36:03.3,null
20210113,0:00,70212,54636,182914,1185,14391,4619186,4872312,4689398,1.497249754,37:24.1,null
20210114,0:00,70728,55772,169742,1195,13761,4684889,4925359,4755617,1.487251812,35:43.9,null
20210115,0:00,71241,56536,162323,1217,13488,4744511,4978075,4815752,1.479332823,39:30.2,null
20210116,0:00,71820,57554,155639,1236,13030,4804811,5032270,4876631,1.472738044,49:04.5,null
20210117,0:00,72340,58253,159385,1249,12838,4829565,5061290,4901905,1.475752794,42:29.3,null
20210118,0:00,72729,58723,158035,1264,12742,4856456,5087220,4929185,1.475477183,38:38.4,null
20210119,0:00,73115,59468,154345,1283,12364,4912866,5140326,4985981,1.466411525,39:49.6,null
20210120,0:00,73518,60180,148141,1300,12038,4970470,5192129,5043988,1.457537171,38:16.5,null
20210121,0:00,73918,60846,141070,1316,11756,5022620,5237608,5096538,1.450357086,39:24.1,null
20210122,0:00,74262,61415,133132,1328,11519,5074830,5282224,5149092,1.442234864,36:14.4,null
20210123,0:00,74692,62044,136629,1337,11311,5118386,5329707,5193078,1.438299213,40:55.8,29:19.1
20210124,0:00,75084,62530,135765,1349,11205,5143500,5354349,5218584,1.438781095,31:28.6,null
20210125,0:00,75521,62956,134549,1360,11205,5166016,5376086,5241537,1.440817836,38:09.0,null
20210126,0:00,75875,64793,138624,1371,9711,5208269,5422768,5284144,1.435899552,41:15.1,null
20210127,0:00,76429,65478,138427,1378,9573,5254391,5469247,5330820,1.43371939,45:38.8,null
20210128,0:00,76926,66016,139424,1386,9524,5305839,5522189,5382765,1.42911682,38:09.6,null
20210129,0:00,77395,66503,142753,1399,9493,5349116,5569264,5426511,1.426238701,37:53.6,null
20210201,0:00,78508,68309,149456,1425,8774,5433878,5661842,5512386,1.424210859,15:02.0,null
20210202,0:00,78844,68775,154265,1435,8634,5478304,5711413,5557148,1.418785319,36:54.1,null
20210203,0:00,79311,69299,138849,1441,8571,5538554,5756714,5617865,1.411764078,31:25.6,null
20210204,0:00,79762,69704,120538,1448,8610,5602795,5803095,5682557,1.403628683,37:28.1,null
20210205,0:00,80131,70117,107457,1459,8555,5659590,5847178,5739721,1.396078311,33:36.7,null
20210206,0:00,80524,70505,97677,1464,8555,5715152,5893353,5795676,1.389380635,32:30.8,null
20210207,0:00,80896,70865,90751,1471,8560,5745328,5916975,5826224,1.388480772,36:08.2,null
20210208,0:00,81185,71218,84843,1474,8493,5772169,5938197,5853354,1.386982574,33:37.1,null
20210209,0:00,81487,71676,82630,1482,8329,5823289,5987406,5904776,1.38001848,31:54.7,null
20210210,0:00,81930,72226,80076,1486,8218,5868017,6030023,5949947,1.376987056,33:33.9,null
20210211,0:00,82434,72638,81614,1496,8300,5905960,6070008,5988394,1.376562731,31:14.2,null
20210212,0:00,82837,72936,80861,1507,8394,5929671,6093369,6012508,1.377744529,31:24.4,null
20210213,0:00,83199,73227,70251,1514,8458,5961887,6115337,6045086,1.376307963,09:06.2,null
20210214,0:00,83525,73559,78200,1522,8444,5978361,6140086,6061886,1.377871507,31:30.4,null
20210215,0:00,83869,73794,80146,1527,8548,5998845,6162860,6082714,1.378808867,32:45.2,null
20210216,0:00,84325,74551,76897,1534,8240,6052268,6213490,6136593,1.374133823,31:35.0,null
20210217,0:00,84946,75360,72410,1538,8048,6103211,6260567,6188157,1.372718889,36:03.0,null
20210218,0:00,85567,75896,70720,1544,8127,6146927,6303214,6232494,1.372917487,31:33.6,null
20210219,0:00,86128,76513,71116,1550,8065,6188748,6345992,6274876,1.372584893,33:30.8,null
20210220,0:00,86576,77083,76137,1553,7940,6227918,6390631,6314494,1.371067896,40:36.9,49:59.9
20210221,0:00,86992,77516,73356,1557,7919,6250992,6411340,6337984,1.37255001,34:28.3,null
20210222,0:00,87324,77887,72461,1562,7875,6269359,6429144,6356683,1.373735327,30:56.5,null
20210223,0:00,87681,78394,74065,1573,7714,6310933,6472679,6398614,1.370312383,31:45.9,null
20210224,0:00,88120,79050,74988,1576,7494,6347880,6510988,6436000,1.3691734,33:42.1,null
20210225,0:00,88516,79487,68672,1581,7448,6394026,6551214,6482542,1.365452009,31:53.3,null
20210226,0:00,88922,79880,68942,1585,7457,6432202,6590066,6521124,1.363599281,32:51.7,null
20210227,0:00,89321,80333,68989,1595,7393,6468905,6627215,6558226,1.361968923,37:27.2,null
20210228,0:00,89676,80697,72889,1603,7376,6486441,6649006,6576117,1.363661869,24:54.7,null
20210301,0:00,90029,81070,73745,1605,7354,6501981,6665755,6592010,1.365729118,48:21.4,null
20210302,0:00,90372,81338,73432,1606,7428,6518172,6681976,6608544,1.367502433,32:41.9,null
20210303,0:00,90816,81700,65867,1612,7504,6559520,6716203,6650336,1.365585137,33:02.8,null
20210304,0:00,91240,82162,60089,1619,7459,6600571,6751900,6691811,1.363457515,33:24.0,null
20210305,0:00,91638,82560,63707,1627,7451,6633666,6789011,6725304,1.362585245,41:54.9,null
20210306,0:00,92055,82913,65171,1632,7510,6664717,6821943,6756772,1.362410926,40:17.6,null
20210307,0:00,92471,83220,66396,1634,7617,6684259,6843126,6776730,1.364537174,52:34.2,null
20210308,0:00,92817,83474,67394,1642,7701,6701598,6861809,6794415,1.366077874,31:46.6,null
20210309,0:00,93263,83900,70501,1645,7718,6739220,6902984,6832483,1.364994249,52:46.9,null
20210310,0:00,93733,84312,70278,1648,7773,6774873,6938884,6868606,1.364658273,45:29.2,null
20210311,0:00,94198,84675,68248,1652,7871,6814539,6976985,6908737,1.363461947,39:02.2,null
20210312,0:00,94686,85743,68738,1662,7281,6849240,7012664,6943926,1.363580199,49:58.1,null
20210313,0:00,95176,86625,67874,1667,6884,6883732,7046782,6978908,1.363766366,36:41.9,null
20210314,0:00,95635,87408,69843,1669,6558,6900923,7066401,6996558,1.366886403,42:57.6,null
20210315,0:00,96017,87754,71590,1675,6588,6917333,7084940,7013350,1.369060435,51:09.4,null
20210316,0:00,96380,88255,78044,1678,6447,6951653,7126077,7048033,1.367473733,36:13.5,null
20210317,0:00,96849,88814,83462,1686,6349,6991199,7171510,7088048,1.366370544,31:37.8,null
20210318,0:00,97294,89178,89722,1688,6428,7031071,7218087,7128365,1.364885216,38:41.0,null
20210319,0:00,97757,89523,88341,1690,6544,7078843,7264941,7176600,1.362163141,32:03.9,null
20210320,0:00,98209,89949,93018,1693,6567,7117723,7308950,7215932,1.361002293,31:53.1,null
20210321,0:00,98665,90328,98308,1696,6641,7135741,7332714,7234406,1.363830009,53:34.8,null
20210322,0:00,99075,90611,103132,1697,6767,7153757,7355964,7252832,1.366018129,04:58.0,null
20210323,0:00,99421,91079,100172,1704,6638,7201397,7400990,7300818,1.361778913,32:11.0,null
20210324,0:00,99846,91560,94326,1707,6579,7247038,7441210,7346884,1.359025132,35:12.4,null
20210325,0:00,100276,92068,86983,1709,6499,7298600,7485859,7398876,1.355286938,34:48.9,null
20210326,0:00,100770,92630,77409,1716,6424,7351224,7529403,7451994,1.352255517,33:28.3,null
20210327,0:00,101275,93475,75174,1721,6079,7396119,7572568,7497394,1.350802692,53:35.0,null
20210328,0:00,101757,93855,78605,1722,6180,7415234,7595596,7516991,1.353693253,17:23.4,null
20210329,0:00,102141,94124,78938,1726,6291,7435252,7616331,7537393,1.355123715,41:58.0,null
20210330,0:00,102582,94563,78424,1729,6290,7482993,7663999,7585575,1.352329916,39:54.6,null
20210331,0:00,103088,95030,71302,1731,6327,7533410,7707800,7636498,1.349938152,32:59.9,null
20210401,0:00,103639,95439,68659,1735,6465,7575005,7747303,7678644,1.349704453,32:19.5,null
20210402,0:00,104194,95861,70752,1737,6596,7613349,7788295,7717543,1.350092899,54:00.1,null
20210403,0:00,104736,96196,75288,1740,6800,7649577,7829601,7754313,1.350680583,34:03.8,null
20210404,0:00,105279,96589,79799,1744,6946,7664398,7849476,7769677,1.354998412,45:05.1,null
20210405,0:00,105752,96900,80497,1748,7104,7682571,7868820,7788323,1.357827609,44:27.2,null
20210406,0:00,106230,97363,79155,1752,7115,7735905,7921290,7842135,1.354605602,31:57.5,null
20210407,0:00,106898,97928,74642,1756,7214,7784627,7966167,7891525,1.354592427,37:25.0,null
20210408,0:00,107598,98360,77994,1758,7480,7826829,8012421,7934427,1.356090364,30:58.8,null
20210409,0:00,108269,98786,81912,1764,7719,7868932,8059113,7977201,1.357230437,33:53.3,null
20210410,0:00,108945,99301,90014,1765,7879,7907671,8106630,8016616,1.358989878,36:31.9,null
20210411,0:00,109559,100109,91909,1768,7682,7928064,8129532,8037623,1.363077119,36:07.6,null
20210412,0:00,110146,100804,95248,1770,7572,7947389,8152783,8057535,1.366993752,36:52.6,null
20210413,0:00,110688,101332,85584,1775,7581,8004247,8200519,8114935,1.364003532,36:30.7,null
20210414,0:00,111419,101983,74627,1782,7654,8059342,8245388,8170761,1.363630634,33:58.7,null
20210415,0:00,112117,102513,70221,1788,7816,8108788,8291126,8220905,1.36380362,38:50.3,null
20210416,0:00,112789,103062,70883,1790,7937,8149660,8333332,8262449,1.36507953,32:10.7,null
20210417,0:00,113444,103594,71039,1794,8056,8193296,8377779,8306740,1.365686178,40:16.6,null
20210418,0:00,114115,104006,72191,1797,8312,8209761,8396067,8323876,1.370935848,30:45.0,null
20210419,0:00,114646,104474,70763,1801,8371,8229412,8414821,8344058,1.373983738,39:21.5,null
20210420,0:00,115195,105227,66590,1802,8166,8276807,8458592,8392002,1.372676031,34:02.8,null
20210420,0:00,115195,105227,66590,1802,8166,8276807,8458592,8392002,1.372676031,31:52.3,null
20210421,0:00,115926,105877,67211,1806,8243,8314457,8497594,8430383,1.375097668,36:56.7,null
20210422,0:00,116661,106459,67139,1808,8394,8353705,8537505,8470366,1.377284051,31:58.2,null
20210423,0:00,117458,107071,69939,1811,8576,8396133,8583530,8513591,1.37965284,51:40.5,null
